'(ID)','Company Name','Type','Address','City','State','ZIP','Country','Phone','Website','Inception Date','Jurisdiction','SEC Number','Employees (from Statements->Employees," most recent)'	",'Contact Name 1',Contact Title 1',Contact Name 2',Contact Title 2',Contact Name 3',Contact Title 3'
801-35973,  First Foundation Advisors     ,Funds Manager, 18101 Von Karman Ave, Irvine, California,  92612-1051 , United States,  (949) 476-0300,http://www.ff-inc.com/,2/28/90,3/30/15,California,801-35973,56,Ulrich Keller,Chairman,John Hakopian,President,Gregory Bruce,Chief Compliance Officer
801-60139,"  Round Table Services, LLC     ",Funds Manager, 319 Lenox Ave., Westfield, New Jersey,7090, United States,  (908) 789-7310,http://www.roundtableservices.com,4/2/01,3/30/15,Delaware,801-60139,19,Steven Giacona,Managing Member,Robert Davis,Chief Investment Officer,Ushir Shah,Chief Operating Officer / Cco
801-60982,"  G/T Offshore Management,L.L.C.     ",Funds Manager, One Commerce Square, Memphis, Tennessee,38103, United States,  (901) 526-9750,https://www.gerbertaylor.com,4/5/02,3/30/15,Delaware,801-60982,16,Charles Gerber,Managing Member,Michael Douglass,Managing Member,William Pickens,Member
801-62553,"  Crestline Denali Capital, L.P.     ",Funds Manager," 2001 Spring Rd, Suite 220", Oak Brook, Illinois,  60523-3918 , United States,  (630) 928-2560,http://www.denalicap.com,1/23/04,3/30/15,Delaware,801-62553,23,Scott Marienau,Chief Compliance Officer,Kelli Marti,Sr. Vice President,David Killion,Chief Executive Officer
801-64155,"  Norcap Investment Management, L.P.     ",Funds Manager, Campbell Centre I, Dallas, Texas,75206, United States,  (972) 701-8815,http://www.norcapfunds.com/,4/14/05,3/30/15,Delaware,801-64155,4,David Norcom,Limited Partner,Carl Baggett,Limited Partner,Brenda Lander,Chief Compliance Officer
801-65689,  Giovine Capital Group LLC     ,Funds Manager," 1333 2nd Street, Suite 650", Santa Monica, California,90401, United States,  (310) 587-2000,#,1/27/06,3/30/15,Delaware,801-65689,6,Thomas Giovine,President,John Ku,Cfo/Cco,,
801-73276,"  Fillmore Capital Partners, LLC     ",Funds Manager, 4 Embarcadero Center, San Francisco, California,94111, United States,  (415) 834-1477,http://www.fillmorecap.com,2/24/12,3/30/15,Delaware,801-73276,10,Timothy Getz,Executive Vice President,Milton Patipa,"Senior Vice President, Finance; Chief Compliance Officer",Ronald Silva,Ceo and President
801-67159,"  Silverback Asset Management, LLC     ",Funds Manager, 1414 Raleigh Road, Chapel Hill, North Carolina,27517, United States,  (919) 969-9300,http://www.silverbackasset.com,10/2/06,3/30/15,Delaware,801-67159,19,Elliot Bossen,Managing Member and Chief Investment Officer,Andrew Chacos,Chief Operating Officer,Kevin Kohles,Chief Compliance Officer
801-69939,"  Wood Creek Capital Management, LLC     ",Funds Manager, 157 Church Street, New Haven, Connecticut,6510, United States,  (203) 401-3220,http://www.woodcreek.com,3/2/09,3/30/15,Delaware,801-69939,19,Brett Hellerman,Chief Executive Officer,Jonathan Rotolo,President,Glenn Pease,Chief Financial Officer
801-72052,"  HCI Equity Management, L.P.     ",Funds Manager, 1730 Pennsylvania Ave NW, Washington, District of Columbia,20006, United States,  (202) 371-0150,http://www.hciequity.com,1/11/11,3/30/15,Delaware,801-72052,24,DOUGLAS MCCORMICK,Managing Partner,SCOTT RUED,Managing Partner,DANIEL DICKINSON,Managing Partner
801-71198,"  Elbrook Holdings, LLC     ",Funds Manager, 441 Vine Street, Cincinnati, Ohio,45202, United States,  (513) 746-2200,http://www.fsig.com/,3/17/10,3/30/15,Delaware,801-71198,0,Steven Stein,"Elected Manager, Chairman &amp; Chief Executive Officer",John Stein,"Elected Manager, President, Chief Operating Officer",Charles Croog,General Counsel and Chief Compliance Officer
801-73137,"  Brentwood Private Equity III, LLC     ",Funds Manager," 11150 Santa Monica Boulevard,", Los Angeles, California,90025, United States,  (310) 477-6611,http://www.brentwood.com,3/28/12,3/30/15,Delaware,801-73137,21,William Barnum,Managing Member,ERIC REITER,Managing Member,ANTHONY CHOE,Managing Member
801-73702,  Lightyear Capital LLC     ,Funds Manager, 9 West 57th Street, New York, New York,10019, United States,  (212) 328-0555,http://www.lycap.com,3/30/12,3/30/15,Delaware,801-73702,24,Lori Forlano,Managing Director - Lightyear Capital Llc,Donald Marron,Member/Chairman and Founder - Lightyear Capital Llc,Mark Vassallo,Managing Member/Managing Partner - Lightyear Capital Llc
801-73651,"  Encore Consumer Capital, LLC     ",Funds Manager, 111 Pine Street, San Francisco, California,94111, United States,  (415) 296-9850,http://www.encoreconsumercapital.com,3/30/12,3/30/15,Delaware,801-73651,11,Kevin Murphy,Managing Director and Chief Compliance Officer,Scott Sellers,"Managing Director, Trustee, Managing Member",Robert Brown,"Managing Director, Trustee, Managing Member"
801-79402,"  WJ Investments, LLC     ",Funds Manager," 5575 Kietzke Lane, Suite A", Reno, Nevada,89511, United States,  (775) 737-9999,http://www.usdrllc.com,4/22/14,3/30/15,Nevada,801-79402,9,Wendy Mueller,"Cfo, Chief Compliance Officer &amp; Manager",Nathan Jones,"Ceo, Cio &amp; Manager",,
801-74034,  Highfields Capital Management LP     ,Funds Manager, 200 Clarendon St., Boston, Massachusetts,2116, United States,  (617) 850-7500,https://www.hcmclient.com,3/20/12,3/30/15,Delaware,801-74034,84,Jonathon Jacobson,"Founder, Ceo and Chief Investment Officer",Jennifer Stier,Managing Director and Chief Operating Officer,Kristin Marcus,Managing Director and Chief Financial Officer
801-73144,"  Darwin Ventures, LLC     ",Funds Manager, Four Embarcadero Center, San Francisco, California,94111, United States,  (415) 362-0274,http://www.darwinvc.com,2/13/12,3/30/15,Delaware,801-73144,3,Frank Caufield,"Managing General Partner, Chief Compliance Officer, Managing Member",,,,
801-74255,  LGT Capital Partners (USA) Inc.     ,Funds Manager, 1133 Avenue Of The Americas, New York, New York,10036, United States,  (212) 336-0650,#,3/19/12,3/30/15,Delaware,801-74255,20,Roberto Paganoni,Director,Marcel Bals,Chief Financial Officer,George Coplit,Principal
801-73860,"  Castine Capital Management, LLC     ",Funds Manager, One International Place, Boston, Massachusetts,2110, United States,  (617) 310-5190,#,3/22/12,3/30/15,Delaware,801-73860,3,Ostrom Enders,"Member, Chief Operating Officer &amp; Chief Compliance Officer",Paul Magidson,Managing Member,Jonathan Cohen,Member
801-79438,"  Brenham Capital Management, L.P.     ",Funds Manager, 3963 Maple Avenue, Dallas, Texas,75219, United States,  (972) 663-5122,http://www.brenhamcapital.com,3/28/14,3/30/15,Delaware,801-79438,5,John Labanowski,Principal and Limited Partner,Michael Thomas,Managing Director,Matthew McKamy,Chief Compliance Officer; Chief Financial Officer
801-72850,"  Legacy Partners, LLC     ",Funds Manager, 1999 Avenue Of The Stars, Los Angeles, California,90067, United States,  (424) 777-0776,#,10/28/11,3/30/15,Delaware,801-72850,4,Robert Choi,Managing Member,Russell Riopelle,Chief Compliance Officer,,
801-73411,"  Altimeter Capital Management, LP     ",Funds Manager, One International Place, Boston, Massachusetts,2110, United States,  (617) 310-6142,http://www.altimetercapital.com,3/30/12,3/30/15,Delaware,801-73411,11,Brad Gerstner,Ceo/Limited Partner,John Kiernan,Chief Compliance Officer/Chief Financial Officer,,
801-73649,  Garmark Advisors II L.L.C.     ,Funds Manager, One Landmark Square, Stamford, Connecticut,  06901-2601 , United States,  (203) 325-8500,http://www.garmark.com,3/30/12,3/30/15,Delaware,801-73649,8,Eugene Bewkes,Managing Member (Registrant),Steven Pickhardt,Managing Member (Registrant),Robert Shaykin,Chief Compliance Officer/Cfo (Registrant)
801-74173,  Meridiam Infrastructure North America Corporation     ,Funds Manager, 605 Third Avenue, New York, New York,10158, United States,  (212) 798-8686,http://www.meridiam.com,3/12/12,3/30/15,Delaware,801-74173,18,Thierry Deau,Director,Olivier Garnier,Global Risk Officer,Emmanuel Rotat,Chief Financial Officer
801-74243,  New Heritage Capital LLC     ,Funds Manager, 800 Boylston Street, Boston, Massachusetts,2199, United States,  (617) 439-0688,http://www.newheritagecapital.com,3/30/12,3/30/15,Delaware,801-74243,11,Mark Jrolf,"Member, Managing Member",Nicole Norris,"Elected Manager, Cco",Charles Gifford,Elected Manager
801-73036,"  Stellus Capital Management, LLC     ",Funds Manager, 4400 Post Oak Parkway, Houston, Texas,77027, United States,  (713) 292-5414,http://www.stelluscapital.com,1/17/12,3/30/15,Delaware,801-73036,23,Robert Ladd,"Managing Member, Managing Partner",Todd Overbergen,"Member, Partner",Joshua Davis,"Member, Partner"
801-73543,"  Gryphon Advisors, LLC     ",Funds Manager, One Maritime Plaza, San Francisco, California,94111, United States,  (415) 217-7400,http://www.gryphoninvestors.com,3/29/12,3/30/15,Delaware,801-73543,41,R. ANDREWS,Ceo,Nicholas Orum,President,James Gillette,Cfo/Cco
,"  Regiment Capital Management, LLC     ",Funds Manager, 222 Berkeley Street, Boston, Massachusetts,2116, United States,  (617) 488-1600,http://www.regimentcapital.com,,,,,33,,,,,,
801-80529,"  Altarock Partners, LLC     ",Funds Manager, 100 Cummings Center Ste 435P, Beverly, Massachusetts,1915, United States,  (978) 922-7701,http://www.altarockpartners.com/,11/18/14,3/30/15,Delaware,801-80529,3,Mark Massey,Managing Member and President,Scott Bradford,Managing Member,Shannon Cabot,Chief Compliance Officer
801-80017,"  Foresite Capital Management, LLC     ",Funds Manager," 101 California Street, Suite 4100", San Francisco, California,94111, United States,  (415) 877-4887,http://www.foresitecapital.com,7/7/14,3/30/15,Delaware,801-80017,16,James Tananbaum,"Manager, Trustee",Dennis Ryan,"Chief Financial Officer, Managing Director and Chief Compliance Officer",Dana Tananbaum,Trustee
801-80031,  Peppertree Capital Management Inc.     ,Funds Manager, 86 West Street, Chagrin Falls, Ohio,44022, United States,  (440) 528-0333,http://www.peppertreecapital.com,7/24/14,3/30/15,Ohio,801-80031,12,F Mandel,"President of Pcmi, Limited Partner of Each Reyling Adviser",Jeffrey Milius,"Managing Director of Pcmi, Lp of Peppertree Capital, Lp, P.C. Ttf, Lp, P.C. Fiv, Lp, P.C. Fv, Lp  (Relying Advisers)",Kevin McGinty,"Limited Partner of Peppertree Capital, Lp, Peppertree Capital Fif, Lp, Peppertree Capital Ttf, Lp (Relying Advisers)"
801-78132,"  Forethought Investment Advisors, LLC     ",Funds Manager, 300 N Meridian Street, Indianapolis, Indiana,46204, United States,  (317) 223-2708,https://www.forethought.com,6/12/13,3/30/15,Indiana,801-78132,7,Eric Todd,"Manager, President",Mary Cavanaugh,"Manager, Chief Compliance Officer",Michael Reardon,Manager
801-78269,  I Squared Capital Advisors (US) LLC     ,Funds Manager, 410 Park Avenue, New York, New York,  10022-9489 , United States,  (212) 339-5300,http://www.isquaredcapital.com,7/5/13,3/30/15,Delaware,801-78269,30,Sadek Wahba,Managing Partner,Gautam Bhandari,Partner,Adil Rahmathulla,Partner
801-77730,  Reformation Services Inc.     ,Funds Manager, 100 First Stamford Place, Stamford, Connecticut,6902, United States,  (203) 975-5972,https://www.reformationgroup.com,3/27/13,3/30/15,Delaware,801-77730,5,Jennifer Cuccaro,Chief Operating Officer and Cco,John Kelly,President and Ceo,James Clement,Chairman
801-77831,  JMP Credit Advisors LLC     ,Funds Manager, 3440 Preston Ridge Road, Alpharetta, Georgia,30005, United States,  (678) 368-4157,http://www.jmpg.com/jmpcredit.com,4/8/13,3/30/15,Delaware,801-77831,15,Bryan Hamm,President,Craig Kitchin,Chief Compliance Officer and Chief Financial Officer,Renee Lefebvre,Chief Administrative Officer
801-79729,"  GCP Investment Advisor, LLC     ",Funds Manager, 840 South Waukegan Road, Lake Forest, Illinois,  60045-2619 , United States,  (847) 582-9400,#,5/23/14,3/30/15,Delaware,801-79729,44,Randall Rowe,Chairman,James Goldman,President,Karen Mody,"Managing Director, Chief Financial Officer"
801-79717,"  Caprock Management, LLC     ",Funds Manager, 805 West Idaho Street, Boise, Idaho,83702, United States,  (208) 368-9600,#,5/19/14,3/30/15,Idaho,801-79717,8,A Olson,Operating Manager,Gregory Brown,Operating Manager,William Gilbert,Manager
801-79065,"  Ashe Capital Management, LP     ",Funds Manager, 530 Sylvan Ave., Englewood Cliffs, New Jersey,7632, United States,  (201) 464-0962,#,1/31/14,3/30/15,Delaware,801-79065,5,William Harker,"Limited Partner, President, and Cco",William Crowley,"Limited Partner, Chairman, and Ceo",Stephen Blass,Limited Partner and Chief Investment Officer
801-80000,  Blue Wolf Capital Partners LLC     ,Funds Manager, One Liberty Plaza, New York, New York,10006, United States,  (212) 488-1340,http://www.bluewolfcapital.com,7/2/14,3/30/15,Delaware,801-80000,15,Adam Blumenthal,Sole Member,Charles Miller,Cco,Joshua Cherry-Seto,Cfo
801-72355,"  Trust Advisors, Inc.     ",Funds Manager, 1929 Allen Parkway, Houston, Texas,77019, United States,  (713) 525-7524,#,5/25/11,3/30/15,Delaware,801-72355,60,Steven Metzger,"Director, Secretary and Chief Compliance Officer",Stanley Szafran,Director and Vice President,Esther Bateman,"Director, President and Treasurer"
801-73221,  Taconic Investment Partners LLC     ,Funds Manager, 111 Eighth Avenue Ste 1500, New York, New York,10011, United States,  (212) 220-9945,http://www.taconicinvestment.com,2/21/12,3/30/15,Delaware,801-73221,26,Charles Bendit,Managing Member/Co-Ceo,Paul Pariser,Managing Member/Co-Ceo,Martin Rabinowitz,Principal
801-79541,"  Coltrane Asset Management, L.P.     ",Funds Manager, 250 West 55th Street, New York, New York,10019, United States,  (212) 259-6042,http://coltraneam.com/,4/17/14,3/30/15,Cayman Islands,801-79541,6,Mandeep Manku,Limited Partner,Nevin Shetty,Chief Compliance Officer,,
801-79659,  DBO Advisors LLC     ,Funds Manager, 1 Embarcadero Ctr, San Francisco, California,94111, United States,  (415) 367-6000,#,5/5/14,3/30/15,Delaware,801-79659,6,Bryan Andrzejewski,Chief Compliance Officer,,,,
801-77999,"  Senzar Asset Management, LLC     ",Funds Manager, 400 Madison Avenue, New York, New York,10017, United States,  (646) 545-4610,http://www.senzarasset.com,4/25/13,3/30/15,Delaware,801-77999,9,Ajay Bhalla,Managing Member,John Yanuklis,Managing Member,Jacob Carmona,Chief Financial Officer and Director of Operations
801-73447,"  Kingdom Ridge Capital, LLC     ",Funds Manager," 81 Main Street, Suite 209", White Plains, New York,10601, United States,  (914) 517-8654,http://www.kingdomridgecapital.com,3/30/12,3/30/15,Delaware,801-73447,7,Michael Manley,Chief Financial Officer / Chief Compliance Officer,Christopher Zepf,Managing Principal,Brian Thonn,Principal
801-73290,"  Hancock Management Partners, Inc.     ",Funds Manager, 1980 Post Oak, Houston, Texas,77056, United States,  (713) 940-8100,http://www.hpcap.com,3/27/12,3/30/15,California,801-73290,9,Michael Fourticq,Partner,Michael Gooch,Vp/Cco,,
801-74116,  Hep Partners LLC     ,Funds Manager, 100 Crescent Court, Dallas, Texas,75201, United States,  (214) 615-2300,#,3/30/12,3/30/15,Delaware,801-74116,22,Thomas Hicks,"Chairman, President and Chief Executive Officer",Christina Vest,Executive Vice President and Chief Operating Officer,Lori McCutcheon,"Chief Compliance Officer, Vice President, Treasurer and Secretary"
801-71720,  BHR Capital LLC     ,Funds Manager, 545 Madison Ave, New York, New York,10022, United States,  (212) 378-0830,http://www.bhrcap.com,7/29/10,3/30/15,Delaware,801-71720,13,John Stout,Member,Michael Thompson,Managing Partner and Member,Christopher Ramsey,Trustee of Nar Irrevocable Trust
,"  Carpenter  GP, LLC     ",Funds Manager, 5 Park Plaza, Irvine, California,92614, United States,  (949) 261-8888,http://www.carpentercompany.com,,,,,6,,,,,,
801-71030,"  Axel Capital Management, LLC     ",Funds Manager, 299 Park Avenue, New York, New York,10171, United States,  (212) 935-7111,http://www.axelcapital.com,1/26/10,3/30/15,Delaware,801-71030,3,Anna Nikolayevsky,Managing Member,Anastasia Venetos-Wahl,"Chief Compliance Officer, Chief Operating Officer, Chief Financial Officer",,
801-73891,"  Beaconlight Capital, LLC     ",Funds Manager, 350 Madison Avenue, New York, New York,10017, United States,  (212) 612-3130,#,3/30/12,3/30/15,Delaware,801-73891,9,Edward Bosek,"Managing Member and Portfolio Manager, Beaconlight Capital, Llc",Michele Krieger,"Chief Compliance Officer / Chief Financial Officer / Chief Operating Officer, Beaconlight Capital, Llc",,
801-73593,  Southern Cross Management     ,Funds Manager, El Regidor 66, Santiago,  755-0815 ,, Chile,  (2) 2666 5600,http://www.southerncrossgroup.com,3/23/12,3/30/15,Cayman Islands,801-73593,28,Ricardo Rodriguez,Director,Norberto Morita,Director,Gonzalo Serra,Chief Compliance Officer
801-55104,  FDO Partners LLC     ,Funds Manager, 134 Mount Auburn Street, Cambridge, Massachusetts,2138, United States,  (617) 503-4600,http://www.fdopartners.com,12/5/97,3/30/15,Massachusetts,801-55104,15,Kenneth Froot,Managing Member,Paul O&#39;Connell,Managing Member,Blair Hedges,Chief Operating Officer and Chief Compliance Officer
801-72564,"  Freshford Capital Management, LLC     ",Funds Manager, 800 Westchester Avenue, Rye Brook, New York,10573, United States,  (914) 949-0250,http://freshfordcapital.com,7/21/11,3/30/15,Delaware,801-72564,13,Michael Doheny,Managing Member/President,Joshua Rosen,Member,David Hough,Chief Financial Officer/Chief Compliance Officer
